,Recipe Number,Rating,Number of Ratings
19355,19355,0,0
19356,19356,0,0
19357,19357,0,0
19358,19358,0,0
19361,19361,0,0
19362,19362,0,0
19364,19364,0,0
19368,19368,0,0
19369,19369,0,0
19372,19372,0,0
19373,19373,0,0
19374,19374,0,0
19375,19375,0,0
19376,19376,0,0
19377,19377,0,0
19378,19378,0,0
19380,19380,0,0
19381,19381,0,0
19382,19382,0,0
19383,19383,0,0
19384,19384,0,0
19385,19385,0,0
19386,19386,0,0
19387,19387,0,0
19388,19388,0,0
19389,19389,0,0
19390,19390,0,0
19392,19392,0,0
19393,19393,0,0
19394,19394,0,0
19395,19395,0,0
19396,19396,0,0
19399,19399,0,0
19400,19400,0,0
19401,19401,0,0
19402,19402,0,0
19403,19403,0,0
19404,19404,0,0
19406,19406,0,0
19407,19407,0,0
19408,19408,0,0
19409,19409,0,0
19411,19411,0,0
19412,19412,0,0
19413,19413,0,0
19414,19414,0,0
19415,19415,0,0
19416,19416,0,0
19417,19417,0,0
19418,19418,0,0
19419,19419,0,0
19420,19420,0,0
19422,19422,0,0
19423,19423,0,0
19424,19424,0,0
19425,19425,0,0
19426,19426,0,0
19427,19427,0,0
19428,19428,0,0
19430,19430,0,0
19431,19431,0,0
19432,19432,0,0
19434,19434,0,0
19435,19435,0,0
19436,19436,0,0
19437,19437,0,0
19438,19438,0,0
19439,19439,0,0
19440,19440,0,0
19441,19441,0,0
19443,19443,0,0
19444,19444,0,0
19446,19446,0,0
19448,19448,0,0
19449,19449,0,0
19451,19451,0,0
19452,19452,0,0
19453,19453,0,0
19454,19454,0,0
19459,19459,0,0
19460,19460,0,0
19461,19461,0,0
19464,19464,0,0
19465,19465,0,0
19466,19466,0,0
19467,19467,0,0
19468,19468,0,0
19469,19469,0,0
19474,19474,0,0
19475,19475,0,0
19476,19476,0,0
19477,19477,0,0
19478,19478,0,0
19479,19479,0,0
19480,19480,0,0
19481,19481,0,0
19483,19483,0,0
19484,19484,0,0
19485,19485,0,0
19486,19486,0,0
19487,19487,0,0
19489,19489,0,0
19490,19490,0,0
19491,19491,0,0
19492,19492,0,0
19493,19493,0,0
19494,19494,0,0
19496,19496,0,0
19497,19497,0,0
19498,19498,0,0
19499,19499,0,0
19500,19500,0,0
19501,19501,0,0
19504,19504,0,0
19505,19505,0,0
19506,19506,0,0
19507,19507,0,0
19508,19508,0,0
19509,19509,0,0
19511,19511,0,0
19512,19512,0,0
19514,19514,0,0
19515,19515,0,0
19516,19516,0,0
19517,19517,0,0
19518,19518,0,0
19519,19519,0,0
19520,19520,0,0
19521,19521,0,0
19522,19522,0,0
19528,19528,0,0
19529,19529,0,0
19531,19531,0,0
19532,19532,0,0
19533,19533,0,0
19535,19535,0,0
19536,19536,0,0
19537,19537,0,0
19538,19538,0,0
19539,19539,0,0
19541,19541,0,0
19542,19542,0,0
19544,19544,0,0
19545,19545,0,0
19546,19546,0,0
19547,19547,0,0
19551,19551,0,0
19552,19552,0,0
19553,19553,0,0
19554,19554,0,0
19555,19555,0,0
19556,19556,0,0
19557,19557,0,0
19559,19559,0,0
19560,19560,0,0
19564,19564,0,0
19565,19565,0,0
19567,19567,0,0
19568,19568,0,0
19570,19570,0,0
19571,19571,0,0
19572,19572,0,0
19574,19574,0,0
19575,19575,0,0
19576,19576,0,0
19578,19578,0,0
19580,19580,0,0
19581,19581,0,0
19582,19582,0,0
19583,19583,0,0
19584,19584,0,0
19585,19585,0,0
19586,19586,0,0
19587,19587,0,0
19588,19588,0,0
19589,19589,0,0
19590,19590,0,0
19591,19591,0,0
19595,19595,0,0
19597,19597,0,0
19601,19601,0,0
19602,19602,0,0
19603,19603,0,0
19605,19605,0,0
19606,19606,0,0
19607,19607,0,0
19608,19608,0,0
19609,19609,0,0
19610,19610,0,0
19611,19611,0,0
19613,19613,0,0
19615,19615,0,0
19618,19618,0,0
19619,19619,0,0
19620,19620,0,0
19621,19621,0,0
19622,19622,0,0
19623,19623,0,0
19624,19624,0,0
19625,19625,0,0
19626,19626,0,0
19627,19627,0,0
19629,19629,0,0
19630,19630,0,0
19631,19631,0,0
19632,19632,0,0
19636,19636,0,0
19640,19640,0,0
19643,19643,0,0
19644,19644,0,0
19646,19646,0,0
19649,19649,0,0
19655,19655,0,0
19656,19656,0,0
19657,19657,0,0
19658,19658,0,0
19659,19659,0,0
19660,19660,0,0
19662,19662,0,0
19663,19663,0,0
19664,19664,0,0
19665,19665,0,0
19670,19670,0,0
19671,19671,0,0
19672,19672,0,0
19673,19673,0,0
19674,19674,0,0
19675,19675,0,0
19677,19677,0,0
19678,19678,0,0
19679,19679,0,0
19680,19680,0,0
19683,19683,0,0
19684,19684,0,0
19686,19686,0,0
19687,19687,0,0
19688,19688,0,0
19689,19689,0,0
19690,19690,0,0
19693,19693,0,0
19694,19694,0,0
19695,19695,0,0
19696,19696,0,0
19700,19700,0,0
19701,19701,0,0
19703,19703,0,0
19705,19705,0,0
19706,19706,0,0
19707,19707,0,0
19708,19708,0,0
19713,19713,0,0
19715,19715,0,0
19717,19717,0,0
19718,19718,0,0
19719,19719,0,0
19720,19720,0,0
19730,19730,0,0
19731,19731,0,0
19734,19734,0,0
19735,19735,0,0
19736,19736,0,0
19737,19737,0,0
19743,19743,0,0
19747,19747,0,0
19748,19748,0,0
19751,19751,0,0
19752,19752,0,0
19755,19755,0,0
19756,19756,0,0
19759,19759,0,0
19760,19760,0,0
19763,19763,0,0
19764,19764,0,0
19765,19765,0,0
19766,19766,0,0
19769,19769,0,0
19770,19770,0,0
19771,19771,0,0
19772,19772,0,0
19773,19773,0,0
19774,19774,0,0
19776,19776,0,0
19777,19777,0,0
19782,19782,0,0
19789,19789,0,0
19790,19790,0,0
19792,19792,0,0
19793,19793,0,0
19794,19794,0,0
19795,19795,0,0
19796,19796,0,0
19797,19797,0,0
19798,19798,0,0
19799,19799,0,0
19800,19800,0,0
19801,19801,0,0
19803,19803,0,0
19804,19804,0,0
19805,19805,0,0
19806,19806,0,0
19807,19807,0,0
19808,19808,0,0
19809,19809,0,0
19810,19810,0,0
19811,19811,0,0
19812,19812,0,0
19813,19813,0,0
19821,19821,0,0
19829,19829,0,0
19830,19830,0,0
19831,19831,0,0
19832,19832,0,0
19833,19833,0,0
19834,19834,0,0
19835,19835,0,0
19836,19836,0,0
19837,19837,0,0
19839,19839,0,0
19840,19840,0,0
19841,19841,0,0
19842,19842,0,0
19843,19843,0,0
19844,19844,0,0
19845,19845,0,0
19846,19846,0,0
19847,19847,0,0
19848,19848,0,0
19849,19849,0,0
19850,19850,0,0
19851,19851,0,0
19852,19852,0,0
19853,19853,0,0
19854,19854,0,0
19855,19855,0,0
19856,19856,0,0
19858,19858,0,0
19859,19859,0,0
19860,19860,0,0
19861,19861,0,0
19862,19862,0,0
19863,19863,0,0
19864,19864,0,0
19865,19865,0,0
19866,19866,0,0
19867,19867,0,0
19868,19868,0,0
19869,19869,0,0
19871,19871,0,0
19872,19872,0,0
19873,19873,0,0
19875,19875,0,0
19877,19877,0,0
19879,19879,0,0
19880,19880,0,0
19881,19881,0,0
19882,19882,0,0
19883,19883,0,0
19884,19884,0,0
19886,19886,0,0
19887,19887,0,0
19888,19888,0,0
19889,19889,0,0
19890,19890,0,0
19891,19891,0,0
19892,19892,0,0
19893,19893,0,0
19894,19894,0,0
19895,19895,0,0
19896,19896,0,0
19897,19897,0,0
19898,19898,0,0
19899,19899,0,0
19900,19900,0,0
19901,19901,0,0
19903,19903,0,0
19904,19904,0,0
19905,19905,0,0
19907,19907,0,0
19908,19908,0,0
19909,19909,0,0
19910,19910,0,0
19911,19911,0,0
19912,19912,0,0
19913,19913,0,0
19914,19914,0,0
19915,19915,0,0
19916,19916,0,0
19917,19917,0,0
19918,19918,0,0
19919,19919,0,0
19920,19920,0,0
19921,19921,0,0
19924,19924,0,0
19925,19925,0,0
19927,19927,0,0
19928,19928,0,0
19929,19929,0,0
19930,19930,0,0
19931,19931,0,0
19932,19932,0,0
19933,19933,0,0
19934,19934,0,0
19935,19935,0,0
19936,19936,0,0
19937,19937,0,0
19938,19938,0,0
19939,19939,0,0
19940,19940,0,0
19943,19943,0,0
19944,19944,0,0
19945,19945,0,0
19946,19946,0,0
19948,19948,0,0
19949,19949,0,0
19950,19950,0,0
19952,19952,0,0
19953,19953,0,0
19954,19954,0,0
19955,19955,0,0
19956,19956,0,0
19957,19957,0,0
19958,19958,0,0
19959,19959,0,0
19960,19960,0,0
19961,19961,0,0
19963,19963,0,0
19964,19964,0,0
19966,19966,0,0
19967,19967,0,0
19969,19969,0,0
20002,20002,0,0
20003,20003,0,0
20004,20004,0,0
20009,20009,0,0
20010,20010,0,0
20011,20011,0,0
20012,20012,0,0
20014,20014,0,0
20015,20015,0,0
20016,20016,0,0
20017,20017,0,0
20019,20019,0,0
20020,20020,0,0
20021,20021,0,0
20022,20022,0,0
20023,20023,0,0
20024,20024,0,0
20025,20025,0,0
20026,20026,0,0
20027,20027,0,0
20029,20029,0,0
20030,20030,0,0
20031,20031,0,0
20033,20033,0,0
20034,20034,0,0
20035,20035,0,0
20036,20036,0,0
20037,20037,0,0
20038,20038,0,0
20039,20039,0,0
20040,20040,0,0
20041,20041,0,0
20042,20042,0,0
20043,20043,0,0
20044,20044,0,0
20045,20045,0,0
20050,20050,0,0
20051,20051,0,0
20054,20054,0,0
20057,20057,0,0
20058,20058,0,0
20059,20059,0,0
20061,20061,0,0
20062,20062,0,0
20063,20063,0,0
20064,20064,0,0
20065,20065,0,0
20066,20066,0,0
20067,20067,0,0
20068,20068,0,0
20069,20069,0,0
20070,20070,0,0
20071,20071,0,0
20072,20072,0,0
20073,20073,0,0
20074,20074,0,0
20075,20075,0,0
20076,20076,0,0
20077,20077,0,0
20078,20078,0,0
20079,20079,0,0
20080,20080,0,0
20081,20081,0,0
20082,20082,0,0
20083,20083,0,0
20085,20085,0,0
20087,20087,0,0
20088,20088,0,0
20089,20089,0,0
20090,20090,0,0
20091,20091,0,0
20092,20092,0,0
20093,20093,0,0
20095,20095,0,0
20096,20096,0,0
20097,20097,0,0
20098,20098,0,0
20099,20099,0,0
20100,20100,0,0
20101,20101,0,0
20103,20103,0,0
20104,20104,0,0
20105,20105,0,0
20106,20106,0,0
20107,20107,0,0
20112,20112,0,0
20114,20114,0,0
20115,20115,0,0
20116,20116,0,0
20118,20118,0,0
20119,20119,0,0
20120,20120,0,0
20121,20121,0,0
20122,20122,0,0
20124,20124,0,0
20125,20125,0,0
20126,20126,0,0
20127,20127,0,0
20128,20128,0,0
20129,20129,0,0
20130,20130,0,0
20131,20131,0,0
20132,20132,0,0
20133,20133,0,0
20136,20136,0,0
20137,20137,0,0
20138,20138,0,0
20140,20140,0,0
20141,20141,0,0
20142,20142,0,0
20144,20144,0,0
20145,20145,0,0
20147,20147,0,0
20148,20148,0,0
20151,20151,0,0
20152,20152,0,0
20153,20153,0,0
20154,20154,0,0
20155,20155,0,0
20156,20156,0,0
20157,20157,0,0
20158,20158,0,0
20159,20159,0,0
20160,20160,0,0
20161,20161,0,0
20162,20162,0,0
20163,20163,0,0
20164,20164,0,0
20165,20165,0,0
20166,20166,0,0
20167,20167,0,0
20168,20168,0,0
20169,20169,0,0
20170,20170,0,0
20171,20171,0,0
20172,20172,0,0
20173,20173,0,0
20174,20174,0,0
20175,20175,0,0
20176,20176,0,0
20177,20177,0,0
20178,20178,0,0
20179,20179,0,0
20180,20180,0,0
20183,20183,0,0
20184,20184,0,0
20185,20185,0,0
20186,20186,0,0
20188,20188,0,0
20189,20189,0,0
20190,20190,0,0
20192,20192,0,0
20193,20193,0,0
20194,20194,0,0
20196,20196,0,0
20197,20197,0,0
20198,20198,0,0
20199,20199,0,0
20200,20200,0,0
20201,20201,0,0
20202,20202,0,0
20203,20203,0,0
20204,20204,0,0
20205,20205,0,0
20206,20206,0,0
20207,20207,0,0
20208,20208,0,0
20209,20209,0,0
20210,20210,0,0
20211,20211,0,0
20212,20212,0,0
20213,20213,0,0
20214,20214,0,0
20215,20215,0,0
20216,20216,0,0
20217,20217,0,0
20218,20218,0,0
20219,20219,0,0
20220,20220,0,0
20221,20221,0,0
20222,20222,0,0
20223,20223,0,0
20224,20224,0,0
20225,20225,0,0
20226,20226,0,0
20228,20228,0,0
20229,20229,0,0
20231,20231,0,0
20232,20232,0,0
20233,20233,0,0
20234,20234,0,0
20235,20235,0,0
20237,20237,0,0
20238,20238,0,0
20239,20239,0,0
20240,20240,0,0
20241,20241,0,0
20242,20242,0,0
20243,20243,0,0
20244,20244,0,0
20245,20245,0,0
20246,20246,0,0
20247,20247,0,0
20249,20249,0,0
20250,20250,0,0
20251,20251,0,0
20252,20252,0,0
20254,20254,0,0
20256,20256,0,0
20257,20257,0,0
20258,20258,0,0
20260,20260,0,0
20261,20261,0,0
20262,20262,0,0
20263,20263,0,0
20265,20265,0,0
20269,20269,0,0
20271,20271,0,0
20277,20277,0,0
20278,20278,0,0
20279,20279,0,0
20280,20280,0,0
20282,20282,0,0
20284,20284,0,0
20286,20286,0,0
20287,20287,0,0
20288,20288,0,0
20289,20289,0,0
20291,20291,0,0
20292,20292,0,0
20293,20293,0,0
20295,20295,0,0
20297,20297,0,0
20298,20298,0,0
20303,20303,0,0
20305,20305,0,0
20306,20306,0,0
20309,20309,0,0
20310,20310,0,0
20311,20311,0,0
20312,20312,0,0
20313,20313,0,0
20315,20315,0,0
20316,20316,0,0
20317,20317,0,0
20318,20318,0,0
20319,20319,0,0
20320,20320,0,0
20322,20322,0,0
20323,20323,0,0
20324,20324,0,0
20325,20325,0,0
20326,20326,0,0
20329,20329,0,0
20331,20331,0,0
20332,20332,0,0
20333,20333,0,0
20334,20334,0,0
20335,20335,0,0
20336,20336,0,0
20337,20337,0,0
20338,20338,0,0
20339,20339,0,0
20340,20340,0,0
20342,20342,0,0
20343,20343,0,0
20344,20344,0,0
20345,20345,0,0
20346,20346,0,0
20347,20347,0,0
20348,20348,0,0
20350,20350,0,0
20351,20351,0,0
20352,20352,0,0
20353,20353,0,0
20354,20354,0,0
20356,20356,0,0
20358,20358,0,0
20359,20359,0,0
20360,20360,0,0
20361,20361,0,0
20362,20362,0,0
20363,20363,0,0
20364,20364,0,0
20366,20366,0,0
20367,20367,0,0
20368,20368,0,0
20369,20369,0,0
20371,20371,0,0
20372,20372,0,0
20374,20374,0,0
20375,20375,0,0
20378,20378,0,0
20379,20379,0,0
20380,20380,0,0
20381,20381,0,0
20382,20382,0,0
20383,20383,0,0
20384,20384,0,0
20385,20385,0,0
20386,20386,0,0
20387,20387,0,0
20388,20388,0,0
20389,20389,0,0
20390,20390,0,0
20391,20391,0,0
20393,20393,0,0
20394,20394,0,0
20395,20395,0,0
20396,20396,0,0
20397,20397,0,0
20398,20398,0,0
20399,20399,0,0
20400,20400,0,0
20401,20401,0,0
20402,20402,0,0
20403,20403,0,0
20404,20404,0,0
20405,20405,0,0
20406,20406,0,0
20407,20407,0,0
20408,20408,0,0
20409,20409,0,0
20410,20410,0,0
20411,20411,0,0
20412,20412,0,0
20413,20413,0,0
20414,20414,0,0
20415,20415,0,0
20416,20416,0,0
20417,20417,0,0
20418,20418,0,0
20421,20421,0,0
20422,20422,0,0
20423,20423,0,0
20424,20424,0,0
20425,20425,0,0
20426,20426,0,0
20427,20427,0,0
20428,20428,0,0
20429,20429,0,0
20430,20430,0,0
20431,20431,0,0
20432,20432,0,0
20433,20433,0,0
20434,20434,0,0
20435,20435,0,0
20436,20436,0,0
20437,20437,0,0
20438,20438,0,0
20439,20439,0,0
20440,20440,0,0
20441,20441,0,0
20443,20443,0,0
20445,20445,0,0
20446,20446,0,0
20447,20447,0,0
20448,20448,0,0
20449,20449,0,0
20450,20450,0,0
20451,20451,0,0
20452,20452,0,0
20453,20453,0,0
20454,20454,0,0
20455,20455,0,0
20456,20456,0,0
20457,20457,0,0
20458,20458,0,0
20459,20459,0,0
20460,20460,0,0
20461,20461,0,0
20462,20462,0,0
20463,20463,0,0
20464,20464,0,0
20465,20465,0,0
20467,20467,0,0
20468,20468,0,0
20469,20469,0,0
20470,20470,0,0
20471,20471,0,0
20472,20472,0,0
20473,20473,0,0
20474,20474,0,0
20475,20475,0,0
20476,20476,0,0
20477,20477,0,0
20478,20478,0,0
20479,20479,0,0
20480,20480,0,0
20481,20481,0,0
20482,20482,0,0
20483,20483,0,0
20484,20484,0,0
20485,20485,0,0
20486,20486,0,0
20487,20487,0,0
20488,20488,0,0
20489,20489,0,0
20490,20490,0,0
20491,20491,0,0
20492,20492,0,0
20493,20493,0,0
20494,20494,0,0
20495,20495,0,0
20496,20496,0,0
20497,20497,0,0
20498,20498,0,0
20499,20499,0,0
20500,20500,0,0
20501,20501,0,0
20502,20502,0,0
20503,20503,0,0
20505,20505,0,0
20506,20506,0,0
20507,20507,0,0
20508,20508,0,0
20509,20509,0,0
20510,20510,0,0
20511,20511,0,0
20512,20512,0,0
20513,20513,0,0
20515,20515,0,0
20516,20516,0,0
20517,20517,0,0
20518,20518,0,0
20519,20519,0,0
20520,20520,0,0
20521,20521,0,0
20522,20522,0,0
20523,20523,0,0
20524,20524,0,0
20525,20525,0,0
20528,20528,0,0
20529,20529,0,0
20530,20530,0,0
20531,20531,0,0
20532,20532,0,0
20533,20533,0,0
20534,20534,0,0
20535,20535,0,0
20536,20536,0,0
20537,20537,0,0
20538,20538,0,0
20539,20539,0,0
20540,20540,0,0
20541,20541,0,0
20542,20542,0,0
20543,20543,0,0
20544,20544,0,0
20545,20545,0,0
20547,20547,0,0
20548,20548,0,0
20549,20549,0,0
20550,20550,0,0
20551,20551,0,0
20552,20552,0,0
20553,20553,0,0
20554,20554,0,0
20555,20555,0,0
20556,20556,0,0
20557,20557,0,0
20558,20558,0,0
20559,20559,0,0
20560,20560,0,0
20561,20561,0,0
20563,20563,0,0
20564,20564,0,0
20565,20565,0,0
20566,20566,0,0
20567,20567,0,0
20568,20568,0,0
20569,20569,0,0
20570,20570,0,0
20571,20571,0,0
20572,20572,0,0
20574,20574,0,0
20576,20576,0,0
20577,20577,0,0
20578,20578,0,0
20579,20579,0,0
20580,20580,0,0
20581,20581,0,0
20582,20582,0,0
20584,20584,0,0
20585,20585,0,0
20586,20586,0,0
20587,20587,0,0
20588,20588,0,0
20589,20589,0,0
20591,20591,0,0
20593,20593,0,0
20594,20594,0,0
20599,20599,0,0
20600,20600,0,0
20601,20601,0,0
20602,20602,0,0
20603,20603,0,0
20604,20604,0,0
20605,20605,0,0
20606,20606,0,0
20607,20607,0,0
20608,20608,0,0
20609,20609,0,0
20610,20610,0,0
20611,20611,0,0
20612,20612,0,0
20613,20613,0,0
20614,20614,0,0
20615,20615,0,0
20616,20616,0,0
20617,20617,0,0
20618,20618,0,0
20619,20619,0,0
20620,20620,0,0
20621,20621,0,0
20625,20625,0,0
20626,20626,0,0
20627,20627,0,0
20628,20628,0,0
20629,20629,0,0
20630,20630,0,0
20631,20631,0,0
20632,20632,0,0
20633,20633,0,0
20635,20635,0,0
20636,20636,0,0
20637,20637,0,0
20638,20638,0,0
20639,20639,0,0
20640,20640,0,0
20641,20641,0,0
20642,20642,0,0
20643,20643,0,0
20644,20644,0,0
20645,20645,0,0
20647,20647,0,0
20648,20648,0,0
20649,20649,0,0
20650,20650,0,0
20651,20651,0,0
20652,20652,0,0
20653,20653,0,0
20655,20655,0,0
20656,20656,0,0
20657,20657,0,0
20658,20658,0,0
20659,20659,0,0
20660,20660,0,0
20661,20661,0,0
20662,20662,0,0
20663,20663,0,0
20664,20664,0,0
20665,20665,0,0
20666,20666,0,0
20667,20667,0,0
20668,20668,0,0
20669,20669,0,0
20670,20670,0,0
20671,20671,0,0
20672,20672,0,0
20673,20673,0,0
20674,20674,0,0
20675,20675,0,0
20677,20677,0,0
20678,20678,0,0
20680,20680,0,0
20681,20681,0,0
20682,20682,0,0
20683,20683,0,0
20684,20684,0,0
20685,20685,0,0
20686,20686,0,0
20687,20687,0,0
20688,20688,0,0
20690,20690,0,0
20692,20692,0,0
20693,20693,0,0
20694,20694,0,0
20695,20695,0,0
20696,20696,0,0
20697,20697,0,0
20698,20698,0,0
20699,20699,0,0
20700,20700,0,0
20701,20701,0,0
20702,20702,0,0
20703,20703,0,0
20704,20704,0,0
20707,20707,0,0
20708,20708,0,0
20710,20710,0,0
20713,20713,0,0
20714,20714,0,0
20715,20715,0,0
20716,20716,0,0
20717,20717,0,0
20718,20718,0,0
20719,20719,0,0
20721,20721,0,0
20722,20722,0,0
20723,20723,0,0
20724,20724,0,0
20725,20725,0,0
20726,20726,0,0
20727,20727,0,0
20728,20728,0,0
20730,20730,0,0
20731,20731,0,0
20732,20732,0,0
20734,20734,0,0
20735,20735,0,0
20736,20736,0,0
20738,20738,0,0
20739,20739,0,0
20741,20741,0,0
20742,20742,0,0
20743,20743,0,0
20744,20744,0,0
20746,20746,0,0
20747,20747,0,0
20748,20748,0,0
20749,20749,0,0
20750,20750,0,0
20751,20751,0,0
20752,20752,0,0
20753,20753,0,0
20754,20754,0,0
20756,20756,0,0
20759,20759,0,0
20760,20760,0,0
20761,20761,0,0
20762,20762,0,0
20763,20763,0,0
20764,20764,0,0
20765,20765,0,0
20767,20767,0,0
20768,20768,0,0
20769,20769,0,0
20770,20770,0,0
20771,20771,0,0
20772,20772,0,0
20773,20773,0,0
20774,20774,0,0
20775,20775,0,0
20776,20776,0,0
20777,20777,0,0
20778,20778,0,0
20779,20779,0,0
20780,20780,0,0
20781,20781,0,0
20782,20782,0,0
20783,20783,0,0
20784,20784,0,0
20785,20785,0,0
20786,20786,0,0
20788,20788,0,0
20790,20790,0,0
20791,20791,0,0
20792,20792,0,0
20793,20793,0,0
20794,20794,0,0
20795,20795,0,0
20797,20797,0,0
20800,20800,0,0
20801,20801,0,0
20802,20802,0,0
20803,20803,0,0
20804,20804,0,0
20805,20805,0,0
20806,20806,0,0
20807,20807,0,0
20808,20808,0,0
20809,20809,0,0
20810,20810,0,0
20812,20812,0,0
20813,20813,0,0
20816,20816,0,0
20817,20817,0,0
20818,20818,0,0
20819,20819,0,0
20820,20820,0,0
20822,20822,0,0
20823,20823,0,0
20824,20824,0,0
20826,20826,0,0
20827,20827,0,0
20828,20828,0,0
20829,20829,0,0
20830,20830,0,0
20831,20831,0,0
20834,20834,0,0
20835,20835,0,0
20841,20841,0,0
20842,20842,0,0
20843,20843,0,0
20844,20844,0,0
20845,20845,0,0
20846,20846,0,0
20847,20847,0,0
20848,20848,0,0
20849,20849,0,0
20850,20850,0,0
20851,20851,0,0
20852,20852,0,0
20853,20853,0,0
20854,20854,0,0
20855,20855,0,0
20856,20856,0,0
20857,20857,0,0
20858,20858,0,0
20859,20859,0,0
20860,20860,0,0
20861,20861,0,0
20863,20863,0,0
20865,20865,0,0
20866,20866,0,0
20867,20867,0,0
20868,20868,0,0
20870,20870,0,0
20871,20871,0,0
20872,20872,0,0
20873,20873,0,0
20874,20874,0,0
20875,20875,0,0
20876,20876,0,0
20878,20878,0,0
20879,20879,0,0
20880,20880,0,0
20881,20881,0,0
20883,20883,0,0
20885,20885,0,0
20886,20886,0,0
20887,20887,0,0
20888,20888,0,0
20889,20889,0,0
20890,20890,0,0
20891,20891,0,0
20892,20892,0,0
20894,20894,0,0
20895,20895,0,0
20896,20896,0,0
20897,20897,0,0
20898,20898,0,0
20899,20899,0,0
20900,20900,0,0
20901,20901,0,0
20904,20904,0,0
20905,20905,0,0
20906,20906,0,0
20907,20907,0,0
20908,20908,0,0
20909,20909,0,0
20910,20910,0,0
20912,20912,0,0
20913,20913,0,0
20914,20914,0,0
20915,20915,0,0
20916,20916,0,0
20917,20917,0,0
20918,20918,0,0
20919,20919,0,0
20920,20920,0,0
20921,20921,0,0
20922,20922,0,0
20924,20924,0,0
20925,20925,0,0
20927,20927,0,0
20928,20928,0,0
20929,20929,0,0
20931,20931,0,0
20932,20932,0,0
20933,20933,0,0
20934,20934,0,0
20935,20935,0,0
20936,20936,0,0
20937,20937,0,0
20938,20938,0,0
20939,20939,0,0
20940,20940,0,0
20941,20941,0,0
20942,20942,0,0
20943,20943,0,0
20944,20944,0,0
20945,20945,0,0
20946,20946,0,0
20947,20947,0,0
20948,20948,0,0
20952,20952,0,0
20953,20953,0,0
20954,20954,0,0
20955,20955,0,0
20959,20959,0,0
20960,20960,0,0
20961,20961,0,0
20962,20962,0,0
20963,20963,0,0
20964,20964,0,0
20965,20965,0,0
20966,20966,0,0
20967,20967,0,0
20968,20968,0,0
20970,20970,0,0
20971,20971,0,0
20973,20973,0,0
20974,20974,0,0
20975,20975,0,0
20976,20976,0,0
20977,20977,0,0
20978,20978,0,0
20979,20979,0,0
20980,20980,0,0
20981,20981,0,0
20982,20982,0,0
20983,20983,0,0
20984,20984,0,0
20985,20985,0,0
20986,20986,0,0
20987,20987,0,0
20988,20988,0,0
20989,20989,0,0
20990,20990,0,0
20991,20991,0,0
20992,20992,0,0
20993,20993,0,0
20994,20994,0,0
20995,20995,0,0
20996,20996,0,0
20998,20998,0,0
20999,20999,0,0
21000,21000,0,0
21001,21001,0,0
21002,21002,0,0
21003,21003,0,0
21004,21004,0,0
21005,21005,0,0
21006,21006,0,0
21007,21007,0,0
21008,21008,0,0
21009,21009,0,0
21011,21011,0,0
21013,21013,0,0
21014,21014,0,0
21015,21015,0,0
21016,21016,0,0
21017,21017,0,0
21018,21018,0,0
21019,21019,0,0
21020,21020,0,0
21021,21021,0,0
21022,21022,0,0
21023,21023,0,0
21025,21025,0,0
21026,21026,0,0
21027,21027,0,0
21028,21028,0,0
21029,21029,0,0
21030,21030,0,0
21033,21033,0,0
21034,21034,0,0
21035,21035,0,0
21036,21036,0,0
21037,21037,0,0
21038,21038,0,0
21039,21039,0,0
21040,21040,0,0
21041,21041,0,0
21042,21042,0,0
21043,21043,0,0
21045,21045,0,0
21046,21046,0,0
21048,21048,0,0
21049,21049,0,0
21050,21050,0,0
21051,21051,0,0
21052,21052,0,0
21053,21053,0,0
21054,21054,0,0
21055,21055,0,0
21056,21056,0,0
21057,21057,0,0
21058,21058,0,0
21059,21059,0,0
21060,21060,0,0
21061,21061,0,0
21062,21062,0,0
21065,21065,0,0
21066,21066,0,0
21067,21067,0,0
21068,21068,0,0
21069,21069,0,0
21070,21070,0,0
21071,21071,0,0
21072,21072,0,0
21073,21073,0,0
21074,21074,0,0
21076,21076,0,0
21077,21077,0,0
21078,21078,0,0
21079,21079,0,0
21080,21080,0,0
21082,21082,0,0
21083,21083,0,0
21085,21085,0,0
21086,21086,0,0
21087,21087,0,0
21088,21088,0,0
21089,21089,0,0
21090,21090,0,0
21091,21091,0,0
21092,21092,0,0
21093,21093,0,0
21094,21094,0,0
21095,21095,0,0
21096,21096,0,0
21097,21097,0,0
21098,21098,0,0
21099,21099,0,0
21100,21100,0,0
21101,21101,0,0
21102,21102,0,0
21103,21103,0,0
21105,21105,0,0
21106,21106,0,0
21107,21107,0,0
21108,21108,0,0
21109,21109,0,0
21110,21110,0,0
21111,21111,0,0
21112,21112,0,0
21113,21113,0,0
21114,21114,0,0
21116,21116,0,0
21117,21117,0,0
21118,21118,0,0
21119,21119,0,0
21120,21120,0,0
21121,21121,0,0
21122,21122,0,0
21123,21123,0,0
21124,21124,0,0
21125,21125,0,0
21126,21126,0,0
21127,21127,0,0
21128,21128,0,0
21129,21129,0,0
21130,21130,0,0
21131,21131,0,0
21132,21132,0,0
21133,21133,0,0
21134,21134,0,0
21135,21135,0,0
21137,21137,0,0
21138,21138,0,0
21139,21139,0,0
21140,21140,0,0
21141,21141,0,0
21142,21142,0,0
21143,21143,0,0
21144,21144,0,0
21145,21145,0,0
21146,21146,0,0
21147,21147,0,0
21148,21148,0,0
21149,21149,0,0
21150,21150,0,0
21151,21151,0,0
21152,21152,0,0
21153,21153,0,0
